Stand,Plot,Canopy,Species,Rep,Year,Month,Day,Doy,QC,Season,Obs,Time,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,Status,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,5,506.7,-0.835,0.208,400,2.37,1.15,2.15,1,4.53,17.23,15.9,17.45,400.85,400.8,5.734,6.748,28.42,33.45,499.6,249,210,97.8,2.42,0.213,111115,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,6,597.7,-0.81,0.149,402,1.73,1.16,2.15,1,4.53,17.14,15.7,17.4,400.99,401.04,5.714,6.453,28.48,32.16,499.7,124,164,97.79,2.29,0.219,111115,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,7,687.7,-0.555,0.124,401,1.44,1.15,2.15,1,4.53,17.04,15.53,17.31,401.38,401.37,5.698,6.314,28.59,31.68,499.7,60,262,97.8,2.3,0.216,111115,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,8,777.7,-1.09,0.112,408,1.32,1.16,2.15,1,4.53,17.03,15.57,17.28,399.63,399.87,5.683,6.248,28.53,31.36,500.1,30,299,97.8,2.39,0.22,111115,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,9,867.7,-0.969,0.102,408,1.2,1.16,2.15,1,4.53,17.04,15.52,17.31,399.74,399.95,5.677,6.191,28.48,31.06,499.9,20,92,97.81,2.11,0.213,111115,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,10,957.7,-1.63,0.096,420,1.12,1.15,2.15,1,4.53,16.97,15.38,17.27,399.74,400.25,5.668,6.149,28.56,30.99,498.2,10,91,97.81,2.27,0.216,111115,
GR,12,Open,Quru,N3,2016,5,5,126,Q,1,11,1047.6,-1.26,0.0904,416,1.06,1.15,2.15,1,4.53,16.92,15.35,17.2,400.28,400.64,5.67,6.123,28.67,30.96,498.3,0,118,97.82,2.32,0.211,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,1,154.9,1.15,0.0177,279,0.485,2.66,6,1,2.84,25.61,25.81,25.68,399.73,398.12,6.288,6.866,18.77,20.49,499.6,1495,1339,98.4,4.08,0.242,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,2,304.9,0.711,0.0193,228,0.547,2.75,6,1,2.84,26.19,26.4,26.22,300.15,299.1,6.529,7.181,18.83,20.71,499.7,1501,433,98.4,3.99,0.239,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,3,455.1,0.368,0.0218,163,0.622,2.76,6,1,2.84,26.48,26.61,26.58,198.79,198.2,6.716,7.458,19.04,21.14,499.5,1500,525,98.4,3.69,0.236,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,4,605.1,-0.263,0.0254,112,0.719,2.75,6,1,2.84,26.79,26.68,26.82,99.9,100.13,6.927,7.784,19.28,21.67,499.5,1498,180,98.41,3.27,0.226,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,5,755.2,-0.501,0.0302,75,0.85,2.73,6,1,2.84,26.76,26.76,26.95,50.52,51.07,7.064,8.077,19.7,22.52,499.6,1502,215,98.4,2.85,0.218,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,6,905.3,2.39,0.0366,277,1,2.66,6,1,2.84,26.69,26.46,26.87,400.44,397.09,7.015,8.206,19.64,22.98,499.5,1501,195,98.4,4.11,0.246,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,7,1056.4,2.32,0.0382,284,1.02,2.61,6,1,2.84,26.52,26.17,26.73,400.25,396.98,6.892,8.109,19.49,22.93,499.6,1500,307,98.39,4.09,0.241,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,8,1205.6,3.9,0.0351,394,0.943,2.62,6,1,2.84,26.47,26.15,26.7,600.28,594.92,6.851,7.975,19.43,22.62,499.6,1501,228,98.39,3.97,0.243,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,9,1355.6,4.68,0.0304,517,0.823,2.64,6,1,2.84,26.41,26.17,26.66,800.45,794.03,6.851,7.834,19.5,22.3,498.7,1498,256,98.39,3.61,0.268,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,10,1505.7,5.5,0.0252,605,0.694,2.68,6,1,2.84,26.46,26.3,26.69,1000.39,992.94,6.856,7.684,19.45,21.8,498.8,1499,218,98.37,2.57,0.273,111115,
GR,12,Open,Quru,N3,2016,5,16,137,C,1,11,1665.8,7.11,0.0215,904,0.604,2.72,6,1,2.84,26.57,26.49,26.77,1500.69,1491.09,6.89,7.608,19.42,21.45,500.5,1502,189,98.38,0.00809,0.31,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,1,97.8,2.4,0.0388,283,0.928,2.35,6,1,2.84,23.73,23.9,23.66,400.34,397.01,5.312,6.42,17.74,21.44,499.4,1501,768,98.41,3.94,0.229,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,2,187.9,2.24,0.0358,283,0.844,2.31,6,1,2.84,23.89,23.63,23.84,400.38,397.29,5.327,6.334,17.62,20.95,499.8,1000,410,98.42,3.92,0.233,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,3,276.9,2.19,0.0333,278,0.782,2.29,6,1,2.84,23.94,23.54,24.02,400.13,397.13,5.356,6.289,17.66,20.74,499.8,750,227,98.42,3.91,0.233,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,4,367,1.98,0.0306,280,0.703,2.24,6,1,2.84,23.96,23.2,24.07,400,397.29,5.369,6.208,17.69,20.45,499.7,501,191,98.42,3.83,0.235,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,5,457,1.87,0.0276,276,0.62,2.19,6,1,2.84,23.86,22.86,24.11,399.88,397.34,5.401,6.141,17.9,20.35,499.9,250,227,98.43,3.63,0.232,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,6,547,1.11,0.0259,316,0.577,2.17,6,1,2.84,23.89,22.77,24.13,399.94,398.33,5.477,6.165,18.12,20.4,499.7,125,360,98.43,3.83,0.234,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,7,637,0.0646,0.0237,381,0.526,2.17,6,1,2.84,23.93,22.73,24.18,399.76,399.43,5.53,6.158,18.25,20.32,499.4,60,419,98.42,3.66,0.234,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,8,727,-0.79,0.0215,445,0.474,2.15,6,1,2.84,23.92,22.65,24.22,399.65,400.37,5.6,6.166,18.49,20.36,499.7,30,827,98.42,3.72,0.237,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,9,816.2,-1.03,0.0196,470,0.441,2.19,6,1,2.84,24.15,22.89,24.36,399.83,400.86,5.707,6.233,18.59,20.3,499.8,20,260,98.42,3.65,0.239,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,10,905.2,-1.31,0.0181,502,0.412,2.22,6,1,2.84,24.27,23.1,24.5,400.15,401.53,5.802,6.293,18.76,20.35,499.7,9,213,98.41,3.7,0.241,111115,
GR,12,Open,Quru,N3,2016,5,16,137,Q,1,11,994.3,-1.94,0.0165,573,0.385,2.26,6,1,2.84,24.57,23.4,24.71,399.87,402.02,5.922,6.381,18.81,20.26,499.6,2,1631,98.42,3.7,0.236,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,1,177.1,0.551,0.024,336,1.07,4.28,5.17,1,3.2,32.92,33.68,33.09,400.22,399.21,8.751,9.844,17.13,19.27,500.6,1505,1446,98.43,4.15,0.247,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,2,327.3,0.0226,0.0233,278,1.02,4.21,5.17,1,3.2,32.78,33.46,32.98,300.34,300,8.82,9.865,17.4,19.46,500.9,1503,1448,98.45,4,0.239,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,3,477.3,-0.365,0.0233,211,1,4.13,5.17,1,3.2,32.65,33.19,32.89,199.84,200.01,8.878,9.903,17.64,19.68,499.8,1499,1529,98.44,3.89,0.233,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,4,627.3,-0.479,0.0236,125,1.01,4.12,5.17,1,3.2,32.63,33.19,32.87,100.15,100.54,8.948,9.982,17.8,19.86,500.5,1506,649,98.44,3.31,0.217,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,5,778.3,-0.921,0.0235,109,0.966,3.95,5.17,1,3.2,32.36,32.61,32.67,49.91,50.81,9.052,10.039,18.29,20.28,501,1503,664,98.44,2.99,0.195,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,6,927.4,0.806,0.0231,320,0.902,3.76,5.17,1,3.2,31.83,31.93,32.2,399.85,398.64,9.142,10.069,19.03,20.96,497.9,1498,724,98.45,3.97,0.217,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,7,1076.5,0.867,0.0224,315,0.836,3.6,5.17,1,3.2,31.18,31.29,31.58,400.07,398.83,9.191,10.046,19.85,21.7,500.5,1500,352,98.45,4.06,0.222,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,8,1226.5,1.74,0.022,441,0.794,3.47,5.17,1,3.2,30.67,30.81,31.05,600.66,598.37,9.253,10.065,20.58,22.38,500.6,1501,834,98.45,4,0.231,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,9,1377.6,2.22,0.0219,594,0.773,3.4,5.17,1,3.2,30.28,30.55,30.62,799.57,796.64,9.302,10.092,21.15,22.94,500.6,1500,546,98.42,3.45,0.241,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,10,1529.7,3.01,0.0216,725,0.742,3.32,5.17,1,3.2,29.82,30.2,30.15,1000.69,996.82,9.334,10.093,21.79,23.56,500.5,1502,114,98.44,2.78,0.248,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,C,1,11,1688.9,4.56,0.0213,1.08E+03,0.7,3.17,5.17,1,3.2,29.28,29.58,29.62,1499.8,1494,9.343,10.06,22.5,24.23,499.5,1502,251,98.43,-0.195,0.267,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,1,93,0.212,0.0321,370,0.97,2.93,5.17,1,3.2,26.42,27.42,26.48,399.82,399.2,6.455,7.451,18.38,21.21,499.6,1500,1155,98.48,3.84,0.242,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,2,183,0.292,0.0307,365,0.917,2.91,5.17,1,3.2,26.73,27.29,26.76,399.82,399.14,6.519,7.46,18.22,20.85,499.8,997,1614,98.48,3.97,0.232,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,3,272.1,0.82,0.0302,337,0.897,2.89,5.17,1,3.2,27.02,27.22,27.07,399.66,398.44,6.585,7.508,18.1,20.63,498.9,753,1787,98.47,3.87,0.243,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,4,362.2,0.779,0.0293,338,0.859,2.85,5.17,1,3.2,27.33,27.06,27.41,399.58,398.42,6.627,7.509,17.88,20.26,499.6,501,1792,98.47,3.9,0.245,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,5,451.3,0.947,0.0286,327,0.852,2.9,5.17,1,3.2,27.76,27.29,27.83,399.47,398.14,6.651,7.526,17.5,19.81,499.9,249,1780,98.48,3.78,0.241,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,6,541.3,0.299,0.028,363,0.849,2.94,5.17,1,3.2,28.18,27.51,28.26,399.16,398.5,6.7,7.572,17.2,19.44,499.6,125,1802,98.47,3.95,0.243,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,7,632.2,-0.623,0.027,417,0.811,2.92,5.17,1,3.2,28.42,27.39,28.58,398.86,399.17,6.701,7.536,16.97,19.08,498.6,59,1802,98.47,3.91,0.243,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,8,722.4,-1.17,0.0263,450,0.811,2.99,5.17,1,3.2,28.75,27.72,28.93,399.07,399.94,6.729,7.559,16.71,18.78,501.5,29,1804,98.46,3.71,0.249,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,9,812.5,-1.66,0.0261,480,0.827,3.07,5.17,1,3.2,29.11,28.14,29.24,398.83,400.2,6.78,7.627,16.5,18.56,501.2,20,1809,98.47,3.71,0.25,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,10,902.6,-2.07,0.0252,510,0.797,3.06,5.17,1,3.2,29.32,28.07,29.51,398.82,400.63,6.806,7.624,16.36,18.32,499.8,10,1807,98.46,3.85,0.249,111115,
GR,16,Acsa,Quru,S7,2016,5,16,137,Q,1,11,992.6,-2.17,0.025,517,0.811,3.14,5.17,1,3.2,29.61,28.46,29.8,398.9,400.81,6.835,7.666,16.15,18.12,500.6,1,1799,98.46,3.81,0.243,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,1,155,1.79,0.0437,322,0.7,1.58,6,1,2.84,19.68,19.27,19.72,400.14,397.66,5.881,6.715,25.19,28.76,500.5,1499,313,98.54,3.53,0.218,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,2,305.1,1.25,0.0445,246,0.724,1.6,6,1,2.84,19.86,19.43,19.8,300.53,298.77,5.842,6.704,24.75,28.4,500.7,1500,295,98.54,3.54,0.214,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,3,456.1,0.68,0.0451,169,0.728,1.59,6,1,2.84,19.71,19.32,19.74,199.25,198.26,5.807,6.676,24.83,28.54,499.3,1499,244,98.54,3.37,0.205,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,4,606.1,0.097,0.0484,94.1,0.783,1.6,6,1,2.84,19.76,19.38,19.79,100.1,99.89,5.794,6.726,24.69,28.66,500.6,1500,154,98.53,2.92,0.202,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,5,756.1,-0.442,0.0516,63.2,0.826,1.58,6,1,2.84,19.58,19.3,19.72,50.26,50.74,5.757,6.74,24.82,29.05,500.6,1499,65,98.55,2.57,0.2,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,6,906.1,1.96,0.0572,332,0.906,1.57,6,1,2.84,19.61,19.25,19.64,399.97,397.19,5.731,6.809,24.66,29.3,500.6,1499,68,98.55,3.6,0.218,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,7,1056.1,2.28,0.0616,327,0.958,1.54,6,1,2.84,19.56,19.08,19.56,400.15,396.95,5.686,6.828,24.54,29.47,499.7,1501,68,98.54,3.49,0.214,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,8,1206.2,3.04,0.0629,503,0.986,1.56,6,1,2.84,19.37,19.15,19.54,600.04,595.69,5.635,6.81,24.6,29.73,500.3,1499,66,98.51,3.52,0.227,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,9,1356.1,3.35,0.0603,685,0.952,1.56,6,1,2.84,19.61,19.18,19.56,799.68,794.75,5.616,6.752,24.16,29.04,499.3,1500,69,98.53,2.97,0.232,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,10,1507,4.48,0.0553,837,0.889,1.59,6,1,2.84,19.6,19.28,19.64,999.6,993.2,5.581,6.634,24.02,28.55,503.2,1499,490,98.53,1.57,0.241,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,C,1,11,1657.1,5.44,0.0498,1.28E+03,0.83,1.65,6,1,2.84,19.7,19.62,19.87,1499.74,1491.73,5.546,6.536,23.72,27.96,499.9,1500,143,98.53,-1.27,0.256,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,1,93.9,2.12,0.0577,328,0.912,1.57,6,1,2.84,19.69,19.51,19.83,400.14,397.16,6.124,7.211,26.22,30.87,500,1500,210,98.55,3.84,0.216,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,2,185,2.05,0.0545,327,0.839,1.53,6,1,2.84,19.8,19.11,19.89,400.25,397.39,6.053,7.054,25.74,30,499.5,1000,364,98.56,3.74,0.222,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,3,274.1,2.09,0.0518,323,0.791,1.51,6,1,2.84,19.79,18.91,19.95,400.15,397.27,5.997,6.94,25.52,29.53,499.9,749,306,98.55,3.64,0.217,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,4,364.1,2.04,0.0487,321,0.73,1.48,6,1,2.84,19.81,18.65,19.97,400.26,397.46,5.989,6.859,25.45,29.15,499.7,500,194,98.56,3.57,0.207,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,5,455.1,1.77,0.0472,328,0.688,1.44,6,1,2.84,19.68,18.3,19.95,400.24,397.78,6,6.821,25.7,29.22,499.1,250,258,98.55,3.53,0.217,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,6,545,1.21,0.0463,347,0.662,1.41,6,1,2.84,19.75,18.08,19.88,400.1,398.33,5.99,6.778,25.55,28.91,500.9,125,82,98.54,3.4,0.217,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,7,635.9,0.347,0.0444,378,0.637,1.42,6,1,2.84,19.59,18.06,19.86,400.07,399.35,5.977,6.735,25.75,29.02,500.9,59,256,98.56,3.53,0.217,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,8,725,-0.0627,0.0433,393,0.616,1.4,6,1,2.84,19.48,17.94,19.8,400.1,399.88,5.97,6.703,25.89,29.07,500.8,30,118,98.55,3.36,0.216,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,9,814.1,-0.456,0.0417,408,0.597,1.41,6,1,2.84,19.42,17.99,19.76,399.9,400.16,5.962,6.673,25.96,29.05,500.8,20,111,98.55,3.24,0.217,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,10,904.1,-1.05,0.0405,433,0.574,1.4,6,1,2.84,19.46,17.85,19.67,399.94,400.92,5.96,6.643,25.88,28.85,500.7,10,102,98.55,3.49,0.22,111115,
GR,16,Acsa,Quru,S8,2016,5,16,137,Q,1,11,994,-1.12,0.0386,438,0.555,1.42,6,1,2.84,19.43,17.97,19.67,400.13,401.2,5.949,6.61,25.88,28.76,500.4,1,77,98.55,3.36,0.214,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,1,156.4,4.89,0.0636,255,1.53,2.37,6,1,2.84,23.61,24.58,23.62,400.04,393.45,5.607,7.427,18.87,25,499.5,1499,385,98.48,4.24,0.22,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,2,307.4,3.56,0.0724,205,1.76,2.4,6,1,2.84,23.83,24.88,23.8,300.39,295.49,5.554,7.648,18.45,25.4,499.8,1499,52,98.47,4.3,0.215,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,3,458.4,2.25,0.0874,147,2.09,2.38,6,1,2.84,23.98,24.92,23.96,199.45,196.25,5.48,7.971,18.04,26.24,499.4,1500,99,98.48,3.91,0.202,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,4,608.4,0.617,0.107,85.5,2.53,2.36,6,1,2.84,24.18,25.05,24.14,99.57,98.53,5.414,8.426,17.61,27.41,499.8,1499,444,98.48,3.38,0.191,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,5,758.3,-0.36,0.118,54.1,2.81,2.39,6,1,2.84,24.43,25.32,24.38,50.83,51.09,5.348,8.688,17.14,27.84,499.7,1499,366,98.49,3.02,0.185,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,6,908.3,4.59,0.0607,257,1.67,2.71,6,1,2.84,24.77,26.27,24.68,400.53,394.23,5.312,7.304,16.68,22.93,499.5,1500,553,98.48,4.33,0.234,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,7,1058.4,3.19,0.0303,211,0.911,2.93,6,1,2.84,25.21,26.9,25.09,399.66,395.4,5.294,6.381,16.19,19.52,499.4,1500,374,98.48,4.33,0.229,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,8,1209.4,4.72,0.0264,283,0.821,3.02,6,1,2.84,25.54,27.3,25.45,599.56,593.31,5.297,6.277,15.89,18.82,499.5,1499,456,98.47,4.24,0.247,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,9,1358.3,6.26,0.0255,367,0.814,3.1,6,1,2.84,25.96,27.65,25.87,800.59,792.3,5.306,6.278,15.52,18.36,499.6,1498,451,98.47,3.85,0.25,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,10,1508.3,6.92,0.0216,437,0.707,3.17,6,1,2.84,26.35,27.93,26.29,1000.21,991.06,5.298,6.141,15.14,17.55,499.9,1500,256,98.47,3,0.263,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,C,1,11,1658.3,9.11,0.0184,633,0.606,3.19,6,1,2.84,26.52,27.97,26.51,1499.92,1487.89,5.305,6.028,15.01,17.06,499.5,1499,535,98.46,0.366,0.28,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,1,94.2,3.16,0.037,244,0.902,2.39,6,1,2.84,23.32,24.37,23.28,399.53,395.31,5.791,6.865,19.84,23.52,500.6,1500,24,98.5,4.17,0.232,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,2,184.2,3.57,0.0443,252,1.01,2.23,6,1,2.84,23.32,23.58,23.35,399.45,394.7,5.795,6.992,19.86,23.96,500.9,1001,28,98.5,4.33,0.227,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,3,274.2,3.87,0.0483,253,1.05,2.14,6,1,2.84,23.31,23.07,23.39,399.37,394.23,5.788,7.038,19.84,24.13,500.6,750,28,98.5,4.16,0.228,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,4,364.2,3.69,0.0474,257,0.991,2.06,6,1,2.84,23.3,22.55,23.39,399.24,394.35,5.775,6.954,19.81,23.86,500.8,501,51,98.5,4.24,0.227,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,5,454.2,3.42,0.0448,260,0.912,2,6,1,2.84,23.33,22.15,23.45,399.28,394.75,5.768,6.853,19.75,23.47,500.7,250,70,98.5,4.08,0.233,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,6,544.2,2.84,0.0406,273,0.814,1.97,6,1,2.84,23.31,21.87,23.48,401.15,397.35,5.762,6.732,19.75,23.08,499.9,124,144,98.49,4.07,0.232,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,7,633.3,1.66,0.034,308,0.683,1.97,6,1,2.84,23.3,21.78,23.49,400.96,398.64,5.752,6.569,19.73,22.53,498.6,60,32,98.49,4.04,0.231,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,8,722.2,0.594,0.0266,352,0.536,1.97,6,1,2.84,23.24,21.68,23.45,400.8,399.83,5.748,6.387,19.79,21.99,500,31,59,98.49,4.03,0.233,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,9,811.3,0.32,0.0211,364,0.428,1.98,6,1,2.84,23.21,21.63,23.41,401,400.41,5.746,6.257,19.82,21.58,499.9,19,31,98.49,4.01,0.233,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,10,899.2,-0.301,0.0174,415,0.357,2,6,1,2.84,23.22,21.72,23.41,400.74,400.93,5.74,6.167,19.78,21.26,498.9,9,30,98.49,3.96,0.233,111115,
GR,16,Acsa,Quru,S7,2016,5,23,144,Q,1,11,987.3,-0.759,0.0157,465,0.323,2,6,1,2.84,23.2,21.71,23.4,400.86,401.62,5.732,6.12,19.78,21.12,497,1,31,98.49,4.05,0.237,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,1,153.6,4.13,0.0511,252,1.11,2.14,6,1,2.84,22.3,23.15,22.37,400.06,394.59,5.786,7.109,21.1,25.92,500.6,1501,44,98.54,4.31,0.211,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,2,304.7,3.64,0.0707,202,1.51,2.12,6,1,2.84,22.47,23.27,22.51,300.38,295.48,5.777,7.573,20.85,27.33,500.9,1499,220,98.54,4.25,0.204,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,3,454.7,2.36,0.0871,146,1.83,2.09,6,1,2.84,22.59,23.31,22.64,200.12,196.86,5.78,7.952,20.71,28.49,500.6,1501,41,98.54,3.92,0.194,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,4,605.8,0.658,0.102,85.9,2.1,2.06,6,1,2.84,22.68,23.35,22.72,100.75,99.71,5.78,8.278,20.59,29.49,500.7,1501,59,98.53,3.45,0.181,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,5,755.9,-0.293,0.116,53.2,2.33,2.03,6,1,2.84,22.75,23.29,22.79,50.57,50.78,5.768,8.54,20.46,30.29,500.3,1501,173,98.52,3.13,0.176,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,6,907,5.25,0.113,304,2.26,2.01,6,1,2.84,22.63,23.14,22.69,399.58,392.23,5.777,8.46,20.64,30.23,500.6,1500,89,98.51,4.38,0.209,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,7,1057,4,0.0465,243,1.05,2.23,6,1,2.84,22.66,23.59,22.69,399.78,394.49,5.792,7.045,20.66,25.12,500.7,1498,36,98.51,4.34,0.219,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,8,1207.1,5.58,0.0346,315,0.812,2.3,6,1,2.84,22.79,23.83,22.82,600.3,593.04,5.784,6.751,20.47,23.89,500.6,1499,25,98.51,4.22,0.227,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,9,1356.2,6.38,0.0271,389,0.656,2.36,6,1,2.84,22.95,24.07,22.93,800.25,791.98,5.777,6.558,20.24,22.98,500.5,1499,27,98.51,3.63,0.236,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,10,1505.3,7.43,0.0233,449,0.571,2.39,6,1,2.84,23.04,24.16,23.05,1000.42,990.84,5.776,6.456,20.13,22.5,500.8,1499,28,98.5,3.01,0.251,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,C,1,11,1655.2,9.41,0.0194,663,0.482,2.42,6,1,2.84,23.13,24.28,23.15,1499.82,1487.68,5.771,6.345,20,21.99,500.6,1501,28,98.51,-0.308,0.266,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,Q,1,1,93.4,3.55,0.0424,249,0.894,2.07,6,1,2.84,22.02,22.79,22.11,400.19,395.5,6.177,7.242,22.91,26.86,499.8,1499,25,98.54,4.53,0.205,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,Q,1,2,184.5,4.12,0.0503,252,0.979,1.92,6,1,2.84,22,21.91,22.1,400.29,394.88,6.124,7.291,22.74,27.08,499.8,1000,32,98.55,4.39,0.217,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,Q,1,3,274.5,4.4,0.0575,260,1.07,1.84,6,1,2.84,21.99,21.45,22.14,400.41,394.62,6.07,7.345,22.55,27.29,500.2,750,30,98.53,4.3,0.218,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,Q,1,4,365.6,4.42,0.0614,268,1.1,1.77,6,1,2.84,21.97,20.98,22.15,400.45,394.63,6.025,7.331,22.41,27.27,500.7,500,34,98.53,4.38,0.216,111115,
GR,16,Acsa,Quru,S8,2016,5,23,144,Q,1,5,455.7,3.76,0.0618,287,1.06,1.7,6,1,2.84,21.95,20.48,22.14,400.39,395.38,5.983,7.247,22.28,26.99,500.6,250,25,98.53,4.5,0.212,111115,
